dexNum,id,form,name,starter,startercost,prevolution,eggTier,generation,spriteKey,formKey,hasVariants,category,type1,type2,ability1,ability2,hiddenAbility,passive,bst,hp,atk,def,spatk,spdef,spd,sublegend,legendary,mythical,weight,height,catchRate,friendship,baseExp,growthRate,maleRatio,genderDiffs,isStartSelectable,isUnobtainable,canChangeForm
304,ARON,,Aron,ARON,3,,COMMON,3,304,,true,Iron Armor Pokémon,STEEL,ROCK,STURDY,ROCK_HEAD,HEAVY_METAL,EARTH_EATER,330,50,70,100,40,40,30,false,false,false,60,0.4,180,35,66,SLOW,50,false,false,,false
305,LAIRON,,Lairon,ARON,,ARON,,3,305,,true,Iron Armor Pokémon,STEEL,ROCK,STURDY,ROCK_HEAD,HEAVY_METAL,EARTH_EATER,430,60,90,140,50,50,40,false,false,false,120,0.9,90,35,151,SLOW,50,false,false,,false
306,AGGRON,Normal,Aggron,ARON,,LAIRON,,3,306,,true,Iron Armor Pokémon,STEEL,ROCK,STURDY,ROCK_HEAD,HEAVY_METAL,EARTH_EATER,530,70,110,180,60,60,50,false,false,false,360,2.1,45,35,265,SLOW,50,false,true,false,true
306,AGGRON,Mega,Mega Aggron,ARON,,LAIRON,,3,306-mega,mega,true,Iron Armor Pokémon,STEEL,,FILTER,FILTER,FILTER,ROCKY_PAYLOAD,630,70,140,230,60,80,50,false,false,false,360,2.1,45,35,265,SLOW,50,false,false,false,
307,MEDITITE,,Meditite,MEDITITE,3,,COMMON,3,307,,true,Meditate Pokémon,FIGHTING,PSYCHIC,PURE_POWER,PURE_POWER,TELEPATHY,MINDS_EYE,280,30,40,55,40,55,60,false,false,false,11.2,0.6,180,70,56,MEDIUM_FAST,50,true,false,,false
308,MEDICHAM,Normal,Medicham,MEDITITE,,MEDITITE,,3,308,,true,Meditate Pokémon,FIGHTING,PSYCHIC,PURE_POWER,PURE_POWER,TELEPATHY,MINDS_EYE,410,60,60,75,60,75,80,false,false,false,31.5,1.3,90,70,144,MEDIUM_FAST,50,true,true,false,true
308,MEDICHAM,Mega,Mega Medicham,MEDITITE,,MEDITITE,,3,308-mega,mega,true,Meditate Pokémon,FIGHTING,PSYCHIC,PURE_POWER,PURE_POWER,PURE_POWER,MINDS_EYE,510,60,100,85,80,85,100,false,false,false,31.5,1.3,90,70,144,MEDIUM_FAST,50,true,false,false,
309,ELECTRIKE,,Electrike,ELECTRIKE,2,,COMMON,3,309,,true,Lightning Pokémon,ELECTRIC,,STATIC,LIGHTNING_ROD,MINUS,BALL_FETCH,295,40,45,40,65,40,65,false,false,false,15.2,0.6,120,50,59,SLOW,50,false,false,,false
310,MANECTRIC,Normal,Manectric,ELECTRIKE,,ELECTRIKE,,3,310,,true,Discharge Pokémon,ELECTRIC,,STATIC,LIGHTNING_ROD,MINUS,FLASH_FIRE,475,70,75,60,105,60,105,false,false,false,40.2,1.5,45,50,166,SLOW,50,false,true,false,true
310,MANECTRIC,Mega,Mega Manectric,ELECTRIKE,,ELECTRIKE,,3,310-mega,mega,true,Discharge Pokémon,ELECTRIC,,INTIMIDATE,INTIMIDATE,INTIMIDATE,FLASH_FIRE,575,70,75,80,135,80,135,false,false,false,40.2,1.5,45,50,166,SLOW,50,false,false,false,
311,PLUSLE,,Plusle,PLUSLE,2,,COMMON,3,311,,true,Cheering Pokémon,ELECTRIC,,PLUS,PLUS,LIGHTNING_ROD,POWER_SPOT,405,60,50,40,85,75,95,false,false,false,4.2,0.4,200,70,142,MEDIUM_FAST,50,false,false,,false
312,MINUN,,Minun,MINUN,2,,COMMON,3,312,,true,Cheering Pokémon,ELECTRIC,,MINUS,MINUS,VOLT_ABSORB,POWER_SPOT,405,60,40,50,75,85,95,false,false,false,4.2,0.4,200,70,142,MEDIUM_FAST,50,false,false,,false
313,VOLBEAT,,Volbeat,VOLBEAT,2,,COMMON,3,313,,true,Firefly Pokémon,BUG,,ILLUMINATE,SWARM,PRANKSTER,HONEY_GATHER,430,65,73,75,47,85,85,false,false,false,17.7,0.7,150,70,151,ERRATIC,100,false,false,,false
314,ILLUMISE,,Illumise,ILLUMISE,2,,COMMON,3,314,,true,Firefly Pokémon,BUG,,OBLIVIOUS,TINTED_LENS,PRANKSTER,HONEY_GATHER,430,65,47,75,73,85,85,false,false,false,17.7,0.6,150,70,151,FLUCTUATING,0,false,false,,false
315,ROSELIA,,Roselia,BUDEW,,BUDEW,,3,315,,true,Thorn Pokémon,GRASS,POISON,NATURAL_CURE,POISON_POINT,LEAF_GUARD,GRASSY_SURGE,400,50,60,45,100,80,65,false,false,false,2,0.3,150,50,140,MEDIUM_SLOW,50,true,false,,false
316,GULPIN,,Gulpin,GULPIN,1,,COMMON,3,316,,true,Stomach Pokémon,POISON,,LIQUID_OOZE,STICKY_HOLD,GLUTTONY,EARTH_EATER,302,70,43,53,43,53,40,false,false,false,10.3,0.4,225,70,60,FLUCTUATING,50,true,false,,false
317,SWALOT,,Swalot,GULPIN,,GULPIN,,3,317,,true,Poison Bag Pokémon,POISON,,LIQUID_OOZE,STICKY_HOLD,GLUTTONY,EARTH_EATER,467,100,73,83,73,83,55,false,false,false,80,1.7,75,70,163,FLUCTUATING,50,true,false,,false
318,CARVANHA,,Carvanha,CARVANHA,3,,COMMON,3,318,,false,Savage Pokémon,WATER,DARK,ROUGH_SKIN,ROUGH_SKIN,SPEED_BOOST,SHEER_FORCE,305,45,90,20,65,20,65,false,false,false,20.8,0.8,225,35,61,SLOW,50,false,false,,false
319,SHARPEDO,Normal,Sharpedo,CARVANHA,,CARVANHA,,3,319,,false,Brutal Pokémon,WATER,DARK,ROUGH_SKIN,ROUGH_SKIN,SPEED_BOOST,SHEER_FORCE,460,70,120,40,95,40,95,false,false,false,88.8,1.8,60,35,161,SLOW,50,false,true,false,true
319,SHARPEDO,Mega,Mega Sharpedo,CARVANHA,,CARVANHA,,3,319-mega,mega,false,Brutal Pokémon,WATER,DARK,STRONG_JAW,STRONG_JAW,STRONG_JAW,SPEED_BOOST,560,70,140,70,110,65,105,false,false,false,88.8,1.8,60,35,161,SLOW,50,false,false,false,
320,WAILMER,,Wailmer,WAILMER,2,,COMMON,3,320,,true,Ball Whale Pokémon,WATER,,WATER_VEIL,OBLIVIOUS,PRESSURE,LEVITATE,400,130,70,35,70,35,60,false,false,false,130,2,125,50,80,FLUCTUATING,50,false,false,,false
321,WAILORD,,Wailord,WAILMER,,WAILMER,,3,321,,true,Float Whale Pokémon,WATER,,WATER_VEIL,OBLIVIOUS,PRESSURE,LEVITATE,500,170,90,45,90,45,60,false,false,false,398,14.5,60,50,175,FLUCTUATING,50,false,false,,false
322,NUMEL,,Numel,NUMEL,2,,COMMON,3,322,,false,Numb Pokémon,FIRE,GROUND,OBLIVIOUS,SIMPLE,OWN_TEMPO,SOLID_ROCK,305,60,60,40,65,45,35,false,false,false,24,0.7,255,70,61,MEDIUM_FAST,50,true,false,,false
323,CAMERUPT,Normal,Camerupt,NUMEL,,NUMEL,,3,323,,false,Eruption Pokémon,FIRE,GROUND,MAGMA_ARMOR,SOLID_ROCK,ANGER_POINT,FUR_COAT,460,70,100,70,105,75,40,false,false,false,220,1.9,150,70,161,MEDIUM_FAST,50,true,true,false,true
323,CAMERUPT,Mega,Mega Camerupt,NUMEL,,NUMEL,,3,323-mega,mega,false,Eruption Pokémon,FIRE,GROUND,SHEER_FORCE,SHEER_FORCE,SHEER_FORCE,STAMINA,560,70,120,100,145,105,20,false,false,false,220,1.9,150,70,161,MEDIUM_FAST,50,true,false,false,
324,TORKOAL,,Torkoal,TORKOAL,3,,COMMON,3,324,,true,Coal Pokémon,FIRE,,WHITE_SMOKE,DROUGHT,SHELL_ARMOR,ANALYTIC,470,70,85,140,85,70,20,false,false,false,80.4,0.5,90,50,165,MEDIUM_FAST,50,false,false,,false
325,SPOINK,,Spoink,SPOINK,2,,COMMON,3,325,,true,Bounce Pokémon,PSYCHIC,,THICK_FAT,OWN_TEMPO,GLUTTONY,PSYCHIC_SURGE,330,60,25,35,70,80,60,false,false,false,30.6,0.7,255,70,66,FAST,50,false,false,,false
326,GRUMPIG,,Grumpig,SPOINK,,SPOINK,,3,326,,true,Manipulate Pokémon,PSYCHIC,,THICK_FAT,OWN_TEMPO,GLUTTONY,PSYCHIC_SURGE,470,80,45,65,90,110,80,false,false,false,71.5,0.9,60,70,165,FAST,50,false,false,,false
327,SPINDA,,Spinda,SPINDA,1,,COMMON,3,327,,true,Spot Panda Pokémon,NORMAL,,OWN_TEMPO,TANGLED_FEET,CONTRARY,SIMPLE,360,60,60,60,60,60,60,false,false,false,5,1.1,255,70,126,FAST,50,false,false,,false
328,TRAPINCH,,Trapinch,TRAPINCH,3,,COMMON,3,328,,true,Ant Pit Pokémon,GROUND,,HYPER_CUTTER,ARENA_TRAP,SHEER_FORCE,ADAPTABILITY,290,45,100,45,45,45,10,false,false,false,15,0.7,255,50,58,MEDIUM_SLOW,50,false,false,,false
329,VIBRAVA,,Vibrava,TRAPINCH,,TRAPINCH,,3,329,,true,Vibration Pokémon,GROUND,DRAGON,LEVITATE,LEVITATE,NONE,ADAPTABILITY,340,50,70,50,50,50,70,false,false,false,15.3,1.1,120,50,119,MEDIUM_SLOW,50,false,false,,false
330,FLYGON,,Flygon,TRAPINCH,,VIBRAVA,,3,330,,true,Mystic Pokémon,GROUND,DRAGON,LEVITATE,LEVITATE,NONE,ADAPTABILITY,520,80,100,80,80,80,100,false,false,false,82,2,45,50,260,MEDIUM_SLOW,50,false,false,,false
331,CACNEA,,Cacnea,CACNEA,2,,COMMON,3,331,,true,Cactus Pokémon,GRASS,,SAND_VEIL,SAND_VEIL,WATER_ABSORB,SAND_RUSH,335,50,85,40,85,40,35,false,false,false,51.3,0.4,190,35,67,MEDIUM_SLOW,50,false,false,,false
332,CACTURNE,,Cacturne,CACNEA,,CACNEA,,3,332,,true,Scarecrow Pokémon,GRASS,DARK,SAND_VEIL,SAND_VEIL,WATER_ABSORB,SAND_RUSH,475,70,115,60,115,60,55,false,false,false,77.4,1.3,60,35,166,MEDIUM_SLOW,50,true,false,,false
333,SWABLU,,Swablu,SWABLU,2,,COMMON,3,333,,true,Cotton Bird Pokémon,NORMAL,FLYING,NATURAL_CURE,NATURAL_CURE,CLOUD_NINE,FLUFFY,310,45,40,60,40,75,50,false,false,false,1.2,0.4,255,50,62,ERRATIC,50,false,false,,false
334,ALTARIA,Normal,Altaria,SWABLU,,SWABLU,,3,334,,true,Humming Pokémon,DRAGON,FLYING,NATURAL_CURE,NATURAL_CURE,CLOUD_NINE,FLUFFY,490,75,70,90,70,105,80,false,false,false,20.6,1.1,45,50,172,ERRATIC,50,false,true,false,true
334,ALTARIA,Mega,Mega Altaria,SWABLU,,SWABLU,,3,334-mega,mega,true,Humming Pokémon,DRAGON,FAIRY,PIXILATE,PIXILATE,PIXILATE,FLUFFY,590,75,110,110,110,105,80,false,false,false,20.6,1.1,45,50,172,ERRATIC,50,false,false,false,
335,ZANGOOSE,,Zangoose,ZANGOOSE,4,,RARE,3,335,,true,Cat Ferret Pokémon,NORMAL,,IMMUNITY,IMMUNITY,TOXIC_BOOST,POISON_HEAL,458,73,115,60,60,60,90,false,false,false,40.3,1.3,90,70,160,ERRATIC,50,false,false,,false
336,SEVIPER,,Seviper,SEVIPER,3,,RARE,3,336,,true,Fang Snake Pokémon,POISON,,SHED_SKIN,SHED_SKIN,INFILTRATOR,MULTISCALE,458,73,100,60,100,60,65,false,false,false,52.5,2.7,90,70,160,FLUCTUATING,50,false,false,,false
337,LUNATONE,,Lunatone,LUNATONE,3,,COMMON,3,337,,true,Meteorite Pokémon,ROCK,PSYCHIC,LEVITATE,LEVITATE,NONE,SHADOW_SHIELD,460,90,55,65,95,85,70,false,false,false,168,1,45,50,161,FAST,,false,false,,false
338,SOLROCK,,Solrock,SOLROCK,3,,COMMON,3,338,,true,Meteorite Pokémon,ROCK,PSYCHIC,LEVITATE,LEVITATE,NONE,DROUGHT,460,90,95,85,55,65,70,false,false,false,154,1.2,45,50,161,FAST,,false,false,,false
339,BARBOACH,,Barboach,BARBOACH,2,,COMMON,3,339,,true,Whiskers Pokémon,WATER,GROUND,OBLIVIOUS,ANTICIPATION,HYDRATION,SIMPLE,288,50,48,43,46,41,60,false,false,false,1.9,0.4,190,50,58,MEDIUM_FAST,50,false,false,,false
340,WHISCASH,,Whiscash,BARBOACH,,BARBOACH,,3,340,,true,Whiskers Pokémon,WATER,GROUND,OBLIVIOUS,ANTICIPATION,HYDRATION,SIMPLE,468,110,78,73,76,71,60,false,false,false,23.6,0.9,75,50,164,MEDIUM_FAST,50,false,false,,false
341,CORPHISH,,Corphish,CORPHISH,3,,COMMON,3,341,,true,Ruffian Pokémon,WATER,,HYPER_CUTTER,SHELL_ARMOR,ADAPTABILITY,TOUGH_CLAWS,308,43,80,65,50,35,35,false,false,false,11.5,0.6,205,50,62,FLUCTUATING,50,false,false,,false
342,CRAWDAUNT,,Crawdaunt,CORPHISH,,CORPHISH,,3,342,,true,Rogue Pokémon,WATER,DARK,HYPER_CUTTER,SHELL_ARMOR,ADAPTABILITY,TOUGH_CLAWS,468,63,120,85,90,55,55,false,false,false,32.8,1.1,155,50,164,FLUCTUATING,50,false,false,,false
343,BALTOY,,Baltoy,BALTOY,2,,COMMON,3,343,,false,Clay Doll Pokémon,GROUND,PSYCHIC,LEVITATE,LEVITATE,NONE,WELL_BAKED_BODY,300,40,40,55,40,70,55,false,false,false,21.5,0.5,255,50,60,MEDIUM_FAST,,false,false,,false
344,CLAYDOL,,Claydol,BALTOY,,BALTOY,,3,344,,false,Clay Doll Pokémon,GROUND,PSYCHIC,LEVITATE,LEVITATE,NONE,WELL_BAKED_BODY,500,60,70,105,70,120,75,false,false,false,108,1.5,90,50,175,MEDIUM_FAST,,false,false,,false
345,LILEEP,,Lileep,LILEEP,3,,RARE,3,345,,true,Sea Lily Pokémon,ROCK,GRASS,SUCTION_CUPS,SUCTION_CUPS,STORM_DRAIN,SEED_SOWER,355,66,41,77,61,87,23,false,false,false,23.8,1,45,50,71,ERRATIC,87.5,false,false,,false
346,CRADILY,,Cradily,LILEEP,,LILEEP,,3,346,,true,Barnacle Pokémon,ROCK,GRASS,SUCTION_CUPS,SUCTION_CUPS,STORM_DRAIN,SEED_SOWER,495,86,81,97,81,107,43,false,false,false,60.4,1.5,45,50,173,ERRATIC,87.5,false,false,,false
347,ANORITH,,Anorith,ANORITH,3,,RARE,3,347,,true,Old Shrimp Pokémon,ROCK,BUG,BATTLE_ARMOR,BATTLE_ARMOR,SWIFT_SWIM,WATER_ABSORB,355,45,95,50,40,50,75,false,false,false,12.5,0.7,45,50,71,ERRATIC,87.5,false,false,,false
348,ARMALDO,,Armaldo,ANORITH,,ANORITH,,3,348,,true,Plate Pokémon,ROCK,BUG,BATTLE_ARMOR,BATTLE_ARMOR,SWIFT_SWIM,WATER_ABSORB,495,75,125,100,70,80,45,false,false,false,68.2,1.5,45,50,173,ERRATIC,87.5,false,false,,false
349,FEEBAS,,Feebas,FEEBAS,4,,RARE,3,349,,true,Fish Pokémon,WATER,,SWIFT_SWIM,OBLIVIOUS,ADAPTABILITY,MULTISCALE,200,20,15,20,10,55,80,false,false,false,7.4,0.6,255,50,40,ERRATIC,50,false,false,,false
350,MILOTIC,,Milotic,FEEBAS,,FEEBAS,,3,350,,true,Tender Pokémon,WATER,,MARVEL_SCALE,COMPETITIVE,CUTE_CHARM,MAGIC_GUARD,540,95,60,79,100,125,81,false,false,false,162,6.2,60,50,189,ERRATIC,50,true,false,,false
351,CASTFORM,Normal Form,Castform,CASTFORM,1,,COMMON,3,351,,true,Weather Pokémon,NORMAL,,FORECAST,FORECAST,NONE,ADAPTABILITY,420,70,70,70,70,70,70,false,false,false,0.8,0.3,45,70,147,MEDIUM_FAST,50,false,true,false,true
351,CASTFORM,Sunny Form,Castform,CASTFORM,,,,3,351-sunny,sunny,true,Weather Pokémon,FIRE,,FORECAST,FORECAST,NONE,ADAPTABILITY,420,70,70,70,70,70,70,false,false,false,0.8,0.3,45,70,147,MEDIUM_FAST,50,false,false,false,
351,CASTFORM,Rainy Form,Castform,CASTFORM,,,,3,351-rainy,rainy,true,Weather Pokémon,WATER,,FORECAST,FORECAST,NONE,ADAPTABILITY,420,70,70,70,70,70,70,false,false,false,0.8,0.3,45,70,147,MEDIUM_FAST,50,false,false,false,
351,CASTFORM,Snowy Form,Castform,CASTFORM,,,,3,351-snowy,snowy,true,Weather Pokémon,ICE,,FORECAST,FORECAST,NONE,ADAPTABILITY,420,70,70,70,70,70,70,false,false,false,0.8,0.3,45,70,147,MEDIUM_FAST,50,false,false,false,
352,KECLEON,,Kecleon,KECLEON,2,,COMMON,3,352,,true,Color Swap Pokémon,NORMAL,,COLOR_CHANGE,COLOR_CHANGE,PROTEAN,ADAPTABILITY,440,60,90,70,60,120,40,false,false,false,22,1,200,70,154,MEDIUM_SLOW,50,false,false,,false
353,SHUPPET,,Shuppet,SHUPPET,2,,COMMON,3,353,,true,Puppet Pokémon,GHOST,,INSOMNIA,FRISK,CURSED_BODY,SHADOW_SHIELD,295,44,75,35,63,33,45,false,false,false,2.3,0.6,225,35,59,FAST,50,false,false,,false
354,BANETTE,Normal,Banette,SHUPPET,,SHUPPET,,3,354,,true,Marionette Pokémon,GHOST,,INSOMNIA,FRISK,CURSED_BODY,SHADOW_SHIELD,455,64,115,65,83,63,65,false,false,false,12.5,1.1,45,35,159,FAST,50,false,true,false,true
354,BANETTE,Mega,Mega Banette,SHUPPET,,SHUPPET,,3,354-mega,mega,true,Marionette Pokémon,GHOST,,PRANKSTER,PRANKSTER,PRANKSTER,SHADOW_SHIELD,555,64,165,75,93,83,75,false,false,false,12.5,1.1,45,35,159,FAST,50,false,false,false,
355,DUSKULL,,Duskull,DUSKULL,3,,COMMON,3,355,,false,Requiem Pokémon,GHOST,,LEVITATE,LEVITATE,FRISK,UNNERVE,295,20,40,90,30,90,25,false,false,false,15,0.8,190,35,59,FAST,50,false,false,,false
356,DUSCLOPS,,Dusclops,DUSKULL,,DUSKULL,,3,356,,false,Beckon Pokémon,GHOST,,PRESSURE,PRESSURE,FRISK,UNNERVE,455,40,70,130,60,130,25,false,false,false,30.6,1.6,90,35,159,FAST,50,false,false,,false
357,TROPIUS,,Tropius,TROPIUS,3,,COMMON,3,357,,true,Fruit Pokémon,GRASS,FLYING,CHLOROPHYLL,SOLAR_POWER,HARVEST,RIPEN,460,99,68,83,72,87,51,false,false,false,100,2,200,70,161,SLOW,50,false,false,,false
358,CHIMECHO,Normal,Chimecho,CHINGLING,,CHINGLING,,3,358,,true,Wind Chime Pokémon,PSYCHIC,,LEVITATE,LEVITATE,NONE,PUNK_ROCK,455,75,50,80,95,90,65,false,false,false,1,0.6,45,70,159,FAST,50,false,true,false,true
358,CHIMECHO,Mega,Mega Chimecho,CHINGLING,,CHINGLING,,3,358-mega,mega,true,Wind Chime Pokémon,PSYCHIC,STEEL,LEVITATE,LEVITATE,NONE,PUNK_ROCK,555,75,50,110,135,120,65,false,false,false,1,0.6,45,70,159,FAST,50,false,false,false,
359,ABSOL,Normal,Absol,ABSOL,4,,RARE,3,359,,true,Disaster Pokémon,DARK,,PRESSURE,SUPER_LUCK,JUSTIFIED,TOUGH_CLAWS,465,65,130,60,75,60,75,false,false,false,47,1.2,30,35,163,MEDIUM_SLOW,50,false,true,false,true
359,ABSOL,Mega,Mega Absol,ABSOL,,,,3,359-mega,mega,true,Disaster Pokémon,DARK,,MAGIC_BOUNCE,MAGIC_BOUNCE,MAGIC_BOUNCE,SHADOW_SHIELD,565,65,150,60,115,60,115,false,false,false,47,1.2,30,35,163,MEDIUM_SLOW,50,false,false,false,
359,ABSOL,Mega Z,Mega Absol Z,ABSOL,,,,3,359-mega-z,mega-z,true,Disaster Pokémon,DARK,GHOST,SUPER_LUCK,SUPER_LUCK,SUPER_LUCK,SHARPNESS,565,65,154,60,75,60,151,false,false,false,47,1.2,30,35,163,MEDIUM_SLOW,50,false,false,false,
360,WYNAUT,,Wynaut,WYNAUT,2,,COMMON,3,360,,true,Bright Pokémon,PSYCHIC,,SHADOW_TAG,SHADOW_TAG,TELEPATHY,STURDY,260,95,23,48,23,48,23,false,false,false,14,0.6,125,50,52,MEDIUM_FAST,50,false,false,,false
361,SNORUNT,,Snorunt,SNORUNT,2,,COMMON,3,361,,true,Snow Hat Pokémon,ICE,,INNER_FOCUS,ICE_BODY,MOODY,OVERCOAT,300,50,50,50,50,50,50,false,false,false,16.8,0.7,190,50,60,MEDIUM_FAST,50,false,false,,false
362,GLALIE,Normal,Glalie,SNORUNT,,SNORUNT,,3,362,,true,Face Pokémon,ICE,,INNER_FOCUS,ICE_BODY,MOODY,INTIMIDATE,480,80,80,80,80,80,80,false,false,false,256.5,1.5,75,50,168,MEDIUM_FAST,50,false,true,false,true
362,GLALIE,Mega,Mega Glalie,SNORUNT,,SNORUNT,,3,362-mega,mega,true,Face Pokémon,ICE,,REFRIGERATE,REFRIGERATE,REFRIGERATE,MOODY,580,80,120,80,120,80,100,false,false,false,256.5,1.5,75,50,168,MEDIUM_FAST,50,false,false,false,
363,SPHEAL,,Spheal,SPHEAL,2,,COMMON,3,363,,true,Clap Pokémon,ICE,WATER,THICK_FAT,ICE_BODY,OBLIVIOUS,UNAWARE,290,70,40,50,55,50,25,false,false,false,39.5,0.8,255,50,58,MEDIUM_SLOW,50,false,false,,false
364,SEALEO,,Sealeo,SPHEAL,,SPHEAL,,3,364,,true,Ball Roll Pokémon,ICE,WATER,THICK_FAT,ICE_BODY,OBLIVIOUS,UNAWARE,410,90,60,70,75,70,45,false,false,false,87.6,1.1,120,50,144,MEDIUM_SLOW,50,false,false,,false
365,WALREIN,,Walrein,SPHEAL,,SEALEO,,3,365,,true,Ice Break Pokémon,ICE,WATER,THICK_FAT,ICE_BODY,OBLIVIOUS,UNAWARE,530,110,80,90,95,90,65,false,false,false,150.6,1.4,45,50,265,MEDIUM_SLOW,50,false,false,,false
366,CLAMPERL,,Clamperl,CLAMPERL,3,,COMMON,3,366,,true,Bivalve Pokémon,WATER,,SHELL_ARMOR,SHELL_ARMOR,RATTLED,COMATOSE,345,35,64,85,74,55,32,false,false,false,52.5,0.4,255,70,69,ERRATIC,50,false,false,,false
367,HUNTAIL,,Huntail,CLAMPERL,,CLAMPERL,,3,367,,true,Deep Sea Pokémon,WATER,,SWIFT_SWIM,SWIFT_SWIM,WATER_VEIL,ARENA_TRAP,485,55,104,105,94,75,52,false,false,false,27,1.7,60,70,170,ERRATIC,50,false,false,,false
368,GOREBYSS,,Gorebyss,CLAMPERL,,CLAMPERL,,3,368,,true,South Sea Pokémon,WATER,,SWIFT_SWIM,SWIFT_SWIM,HYDRATION,ARENA_TRAP,485,55,84,105,114,75,52,false,false,false,22.6,1.8,60,70,170,ERRATIC,50,false,false,,false
369,RELICANTH,,Relicanth,RELICANTH,3,,RARE,3,369,,true,Longevity Pokémon,WATER,ROCK,SWIFT_SWIM,ROCK_HEAD,STURDY,PRIMORDIAL_SEA,485,100,90,130,45,65,55,false,false,false,23.4,1,25,50,170,SLOW,87.5,true,false,,false
370,LUVDISC,,Luvdisc,LUVDISC,1,,COMMON,3,370,,true,Rendezvous Pokémon,WATER,,SWIFT_SWIM,SWIFT_SWIM,HYDRATION,MULTISCALE,330,43,30,55,40,65,97,false,false,false,8.7,0.6,225,70,116,FAST,25,false,false,,false
371,BAGON,,Bagon,BAGON,4,,RARE,3,371,,true,Rock Head Pokémon,DRAGON,,ROCK_HEAD,ROCK_HEAD,SHEER_FORCE,INTIMIDATE,300,45,75,60,40,30,50,false,false,false,42.1,0.6,45,35,60,SLOW,50,false,false,,false
372,SHELGON,,Shelgon,BAGON,,BAGON,,3,372,,true,Endurance Pokémon,DRAGON,,ROCK_HEAD,ROCK_HEAD,OVERCOAT,ANGER_SHELL,420,65,95,100,60,50,50,false,false,false,110.5,1.1,45,35,147,SLOW,50,false,false,,false
373,SALAMENCE,Normal,Salamence,BAGON,,SHELGON,,3,373,,true,Dragon Pokémon,DRAGON,FLYING,INTIMIDATE,INTIMIDATE,MOXIE,OWN_TEMPO,600,95,135,80,110,80,100,false,false,false,102.6,1.5,45,35,300,SLOW,50,false,true,false,true
373,SALAMENCE,Mega,Mega Salamence,BAGON,,SHELGON,,3,373-mega,mega,true,Dragon Pokémon,DRAGON,FLYING,AERILATE,AERILATE,AERILATE,ROCK_HEAD,700,95,145,130,120,90,120,false,false,false,102.6,1.5,45,35,300,SLOW,50,false,false,false,
374,BELDUM,,Beldum,BELDUM,4,,RARE,3,374,,true,Iron Ball Pokémon,STEEL,PSYCHIC,CLEAR_BODY,CLEAR_BODY,LIGHT_METAL,ROCK_HEAD,300,40,55,80,35,60,30,false,false,false,95.2,0.6,45,35,60,SLOW,,false,false,,false
375,METANG,,Metang,BELDUM,,BELDUM,,3,375,,true,Iron Claw Pokémon,STEEL,PSYCHIC,CLEAR_BODY,CLEAR_BODY,LIGHT_METAL,IRON_FIST,420,60,75,100,55,80,50,false,false,false,202.5,1.2,25,35,147,SLOW,,false,false,,false
376,METAGROSS,Normal,Metagross,BELDUM,,METANG,,3,376,,true,Iron Leg Pokémon,STEEL,PSYCHIC,CLEAR_BODY,CLEAR_BODY,LIGHT_METAL,IRON_FIST,600,80,135,130,95,90,70,false,false,false,550,1.6,10,35,300,SLOW,,false,true,false,true
376,METAGROSS,Mega,Mega Metagross,BELDUM,,METANG,,3,376-mega,mega,true,Iron Leg Pokémon,STEEL,PSYCHIC,TOUGH_CLAWS,TOUGH_CLAWS,TOUGH_CLAWS,FULL_METAL_BODY,700,80,145,150,105,110,110,false,false,false,550,1.6,10,35,300,SLOW,,false,false,false,
377,REGIROCK,,Regirock,REGIROCK,6,,EPIC,3,377,,true,Rock Peak Pokémon,ROCK,,CLEAR_BODY,CLEAR_BODY,STURDY,SAND_STREAM,580,80,100,200,50,100,50,true,false,false,230,1.7,3,35,290,SLOW,,false,false,,false
378,REGICE,,Regice,REGICE,5,,EPIC,3,378,,true,Iceberg Pokémon,ICE,,CLEAR_BODY,CLEAR_BODY,ICE_BODY,SNOW_WARNING,580,80,50,100,100,200,50,true,false,false,175,1.8,3,35,290,SLOW,,false,false,,false
379,REGISTEEL,,Registeel,REGISTEEL,6,,EPIC,3,379,,true,Iron Pokémon,STEEL,,CLEAR_BODY,CLEAR_BODY,LIGHT_METAL,STEELY_SPIRIT,580,80,75,150,75,150,50,true,false,false,205,1.9,3,35,290,SLOW,,false,false,,false
380,LATIAS,Normal,Latias,LATIAS,7,,EPIC,3,380,,true,Eon Pokémon,DRAGON,PSYCHIC,LEVITATE,LEVITATE,NONE,PRISM_ARMOR,600,80,80,90,110,130,110,true,false,false,40,1.4,3,90,300,SLOW,0,false,true,false,true
380,LATIAS,Mega,Mega Latias,LATIAS,,,,3,380-mega,mega,true,Eon Pokémon,DRAGON,PSYCHIC,LEVITATE,LEVITATE,NONE,PRISM_ARMOR,700,80,100,120,140,150,110,true,false,false,40,1.4,3,90,300,SLOW,0,false,false,false,
381,LATIOS,Normal,Latios,LATIOS,7,,EPIC,3,381,,true,Eon Pokémon,DRAGON,PSYCHIC,LEVITATE,LEVITATE,NONE,NEUROFORCE,600,80,90,80,130,110,110,true,false,false,60,2,3,90,300,SLOW,100,false,true,false,true
381,LATIOS,Mega,Mega Latios,LATIOS,,,,3,381-mega,mega,true,Eon Pokémon,DRAGON,PSYCHIC,LEVITATE,LEVITATE,NONE,NEUROFORCE,700,80,130,100,160,120,110,true,false,false,60,2,3,90,300,SLOW,100,false,false,false,
